case_id,HHID,hh_g00_1,hh_g00_2,consumedYN,food_item_other,food_item,consumption_quantity,consumption_unit,consumption_unit_label,consumption_unit_oth,consumption_subunit_1,consumption_subunit_2,hh_g04a,hh_g04b,hh_g04b_label,hh_g04b_oth,hh_g04c,hh_g04c_1,hh_g05,hh_g06a,hh_g06b,hh_g06b_label,hh_g06b_oth,hh_g06c,hh_g06c_1,hh_g07a,hh_g07b,hh_g07b_label,hh_g07b_oth,hh_g07c,hh_g07c_1,food_item_code,hh_members,consumption_per_person,region
201011000019,e354076ebe4d5eef27e9463fbdf8aa2d,2,2,1,,403,2,23,23,MEDIUM SACHET,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,403,7,0.2857142857142857,2
201011000019,e354076ebe4d5eef27e9463fbdf8aa2d,2,2,1,,404,3.5,25,25,,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,404,8,0.4375,2
201011000019,e354076ebe4d5eef27e9463fbdf8aa2d,2,2,1,,409,8.5,23,23,LARGE TINA,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,409,9,0.9444444444444444,2
201011000019,e354076ebe4d5eef27e9463fbdf8aa2d,2,2,1,,507,5,6B,6,,NA,2,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,507,8,0.625,2
201011000019,e354076ebe4d5eef27e9463fbdf8aa2d,2,2,1,,512,2.5,23,23,CUP,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,512,4,0.625,2
201011000019,e354076ebe4d5eef27e9463fbdf8aa2d,2,2,1,,602,7,23,23,SMALL TIN,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,602,1,7,2
201011000019,e354076ebe4d5eef27e9463fbdf8aa2d,2,2,1,,802,4.5,23,23,500 GRAM,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,802,2,2.25,2
201011000019,e354076ebe4d5eef27e9463fbdf8aa2d,2,2,1,,814,8.5,19,19,,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,814,5,1.7,2
201011000019,e354076ebe4d5eef27e9463fbdf8aa2d,2,2,1,,820,9.5,22A,22,,1,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,820,2,4.75,2
201011000019,e354076ebe4d5eef27e9463fbdf8aa2d,2,2,1,,835,1.5,23,23,100 GRAM,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,835,6,0.25,2
201011000019,e354076ebe4d5eef27e9463fbdf8aa2d,2,2,1,,5032,1,23,23,TOTI,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,5032,4,0.25,2
201011000020,c96c18d53edd51177a486267a9406573,2,2,1,,103,4,6A,6,,NA,1,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,103,3,1.3333333333333333,2
201011000020,c96c18d53edd51177a486267a9406573,2,2,1,KAMBA,209,9,9A,9,,1,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,209,10,0.9,2
201011000020,c96c18d53edd51177a486267a9406573,2,2,1,,404,2.5,23,23,SMALL NALI,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,404,4,0.625,2
201011000020,c96c18d53edd51177a486267a9406573,2,2,1,,506,0.5,23,23,SMALL PACKAGE,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,506,1,0.5,2
201011000020,c96c18d53edd51177a486267a9406573,2,2,1,,706,3,23,23,HEAP (SMALL),NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,706,3,1,2
201011000020,c96c18d53edd51177a486267a9406573,2,2,1,,812,8,6B,6,,NA,2,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,812,6,1.3333333333333333,2
201011000020,c96c18d53edd51177a486267a9406573,2,2,1,,815,5.5,4C,4,,3,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,815,1,5.5,2
201011000020,c96c18d53edd51177a486267a9406573,2,2,1,,835,7.5,23,23,QUOTER,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,835,9,0.8333333333333334,2
201011000020,c96c18d53edd51177a486267a9406573,2,2,1,,837,3,15,15,,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,837,3,1,2
201011000020,c96c18d53edd51177a486267a9406573,2,2,1,,904,4,23,23,SCUD,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,904,9,0.4444444444444444,2
201011000020,c96c18d53edd51177a486267a9406573,2,2,1,,5033,6,9C,9,,3,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,5033,9,0.6666666666666666,2
201011000020,c96c18d53edd51177a486267a9406573,2,2,1,,5122,6.5,23,23,PACKET OF 125 GRAMS,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,5122,10,0.65,2
201011000021,5febf02be304ae31dfed6292a06c5b34,2,2,1,,108,1.5,41,41,,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,108,1,1.5,1
201011000021,5febf02be304ae31dfed6292a06c5b34,2,2,1,,115,2.5,8A,8,,1,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,115,5,0.5,1
201011000021,5febf02be304ae31dfed6292a06c5b34,2,2,1,,306,1.5,23,23,20G,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,306,7,0.21428571428571427,1
201011000021,5febf02be304ae31dfed6292a06c5b34,2,2,1,,401,5.5,33,33,,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,401,5,1.1,1
201011000021,5febf02be304ae31dfed6292a06c5b34,2,2,1,,410,7,23,23,350L BOTTLE,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,410,9,0.7777777777777778,1
201011000021,5febf02be304ae31dfed6292a06c5b34,2,2,1,,508,0.5,6B,6,,NA,2,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,508,6,0.08333333333333333,1
201011000021,5febf02be304ae31dfed6292a06c5b34,2,2,1,,510,4,23,23,TABLESALT PACKET,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,510,4,1,1
201011000021,5febf02be304ae31dfed6292a06c5b34,2,2,1,,608,6.5,23,23,PAIL (MEDIUM),NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,608,6,1.0833333333333333,1
201011000021,5febf02be304ae31dfed6292a06c5b34,2,2,1,,609,3,23,23,50 KG,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,609,1,3,1
201011000021,5febf02be304ae31dfed6292a06c5b34,2,2,1,,701,1,23,23,HEAP(SMALL),NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,701,4,0.25,1
201011000021,5febf02be304ae31dfed6292a06c5b34,2,2,1,,706,6.5,23,23,TABLESALT PACKET,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,706,3,2.1666666666666665,1
201011000021,5febf02be304ae31dfed6292a06c5b34,2,2,1,PEANUT,709,5,26,26,,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,709,4,1.25,1
201011000021,5febf02be304ae31dfed6292a06c5b34,2,2,1,,823,4,23,23,PLATE,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,823,1,4,1
201011000021,5febf02be304ae31dfed6292a06c5b34,2,2,1,,824,2.5,10C,10,,3,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,824,4,0.625,1
201011000021,5febf02be304ae31dfed6292a06c5b34,2,2,1,,831,5.5,44B,44,,2,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,831,5,1.1,1
201011000021,5febf02be304ae31dfed6292a06c5b34,2,2,1,,837,9,23,23,MEDIAM SACHET,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,837,4,2.25,1
201011000021,5febf02be304ae31dfed6292a06c5b34,2,2,1,,906,10,19,19,,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,906,2,5,1
201011000021,5febf02be304ae31dfed6292a06c5b34,2,2,1,BAKES JUICE,916,8.5,23,23,HEAP TINA,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,916,1,8.5,1
201011000021,5febf02be304ae31dfed6292a06c5b34,2,2,1,,5021,8,23,23,HANDFUL,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,5021,10,0.8,1
201011000021,5febf02be304ae31dfed6292a06c5b34,2,2,1,,5031,2.5,23,23,500 GRAM,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,5031,6,0.4166666666666667,1
201011000022,621735c96aa505721af20d11f793d8c6,2,2,1,,115,5,23,23,GLASS,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,115,2,2.5,1
201011000022,621735c96aa505721af20d11f793d8c6,2,2,1,,202,5.5,23,23,TEA BAG,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,202,9,0.6111111111111112,1
201011000022,621735c96aa505721af20d11f793d8c6,2,2,1,,205,9.5,23,23,TABLESOAT,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,205,2,4.75,1
201011000022,621735c96aa505721af20d11f793d8c6,2,2,1,,306,3,6A,6,,NA,1,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,306,10,0.3,1
201011000022,621735c96aa505721af20d11f793d8c6,2,2,1,,404,8,23,23,50 GRAM,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,404,10,0.8,1
201011000022,621735c96aa505721af20d11f793d8c6,2,2,1,,510,4,23,23,HEAP TINA,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,510,9,0.4444444444444444,1
201011000022,621735c96aa505721af20d11f793d8c6,2,2,1,,522,2,23,23,100 GRAM,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,522,10,0.2,1
201011000022,621735c96aa505721af20d11f793d8c6,2,2,1,,607,7.5,23,23,,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,607,9,0.8333333333333334,1
201011000022,621735c96aa505721af20d11f793d8c6,2,2,1,,609,5,23,23,MEDIUM PACKET,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,609,10,0.5,1
201011000022,621735c96aa505721af20d11f793d8c6,2,2,1,,708,9.5,23,23,QUARTER,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,708,2,4.75,1
201011000022,621735c96aa505721af20d11f793d8c6,2,2,1,,815,8,23,23,G,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,815,3,2.6666666666666665,1
201011000022,621735c96aa505721af20d11f793d8c6,2,2,1,,822,6,23,23,PACKET,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,822,10,0.6,1
201011000022,621735c96aa505721af20d11f793d8c6,2,2,1,,826,6.5,23,23,10G PACKET,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,826,2,3.25,1
201011000022,621735c96aa505721af20d11f793d8c6,2,2,1,,835,8,23,23,LARGE TINA,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,835,2,4,1
201011000022,621735c96aa505721af20d11f793d8c6,2,2,1,,5121,4,7,7,,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,5121,9,0.4444444444444444,1
201011000023,7c2e5fa5c70bf14ed77bd64f09a88a69,2,2,1,,101,8.5,23,23,SLICE,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,101,7,1.2142857142857142,3
201011000023,7c2e5fa5c70bf14ed77bd64f09a88a69,2,2,1,,109,4,23,23,MANGO,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,109,7,0.5714285714285714,3
201011000023,7c2e5fa5c70bf14ed77bd64f09a88a69,2,2,1,,118,5,23,23,HEAP (SMALL),NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,118,1,5,3
201011000023,7c2e5fa5c70bf14ed77bd64f09a88a69,2,2,1,,202,2,6B,6,,NA,2,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,202,7,0.2857142857142857,3
201011000023,7c2e5fa5c70bf14ed77bd64f09a88a69,2,2,1,,303,1,18,18,,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,303,9,0.1111111111111111,3
201011000023,7c2e5fa5c70bf14ed77bd64f09a88a69,2,2,1,,305,9.5,23,23,TABLESOAT,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,305,1,9.5,3
201011000023,7c2e5fa5c70bf14ed77bd64f09a88a69,2,2,1,,308,1,23,23,MEDIAM SACHET,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,308,1,1,3
201011000023,7c2e5fa5c70bf14ed77bd64f09a88a69,2,2,1,,411,2.5,23,23,HEAP TINA,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,411,5,0.5,3
201011000023,7c2e5fa5c70bf14ed77bd64f09a88a69,2,2,1,,504,9.5,23,23,,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,504,7,1.3571428571428572,3
201011000023,7c2e5fa5c70bf14ed77bd64f09a88a69,2,2,1,,603,5,19,19,,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,603,8,0.625,3
201011000023,7c2e5fa5c70bf14ed77bd64f09a88a69,2,2,1,,604,3,23,23,HALF LOAF,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,604,10,0.3,3
201011000023,7c2e5fa5c70bf14ed77bd64f09a88a69,2,2,1,,707,6.5,23,23,MEDIUM PACKET,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,707,3,2.1666666666666665,3
201011000023,7c2e5fa5c70bf14ed77bd64f09a88a69,2,2,1,,816,9.5,23,23,PACKET (MEDIUM),NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,816,5,1.9,3
201011000023,7c2e5fa5c70bf14ed77bd64f09a88a69,2,2,1,,827,5.5,27E,27,,NA,2,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,827,8,0.6875,3
201011000023,7c2e5fa5c70bf14ed77bd64f09a88a69,2,2,1,,904,1,23,23,HEAP (MEDIUM),NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,904,1,1,3
201011000023,7c2e5fa5c70bf14ed77bd64f09a88a69,2,2,1,,905,7,23,23,SERVING,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,905,4,1.75,3
201011000023,7c2e5fa5c70bf14ed77bd64f09a88a69,2,2,1,,906,0.5,23,23,SMALL POCKET,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,906,3,0.16666666666666666,3
201011000023,7c2e5fa5c70bf14ed77bd64f09a88a69,2,2,1,,5023,4,9C,9,,3,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,5023,7,0.5714285714285714,3
201011000023,7c2e5fa5c70bf14ed77bd64f09a88a69,2,2,1,,5121,10,19,19,,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,5121,5,2,3
201011000023,7c2e5fa5c70bf14ed77bd64f09a88a69,2,2,1,,5122,8,34,34,,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,5122,4,2,3
201011000023,7c2e5fa5c70bf14ed77bd64f09a88a69,2,2,1,,5123,5,23,23,CLOVE,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,5123,9,0.5555555555555556,3
201011000024,3c7eea3c2605c9b906459c5870f517db,2,2,1,,105,4.5,23,23,PACKET (300G),NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,105,8,0.5625,2
201011000024,3c7eea3c2605c9b906459c5870f517db,2,2,1,,207,6.5,23,23,TINA (HEAPED),NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,207,4,1.625,2
201011000024,3c7eea3c2605c9b906459c5870f517db,2,2,1,,312,3.5,23,23,HALF PACKET,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,312,1,3.5,2
201011000024,3c7eea3c2605c9b906459c5870f517db,2,2,1,,406,3,23,23,1000G PACKET,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,406,2,1.5,2
201011000024,3c7eea3c2605c9b906459c5870f517db,2,2,1,,410,7.5,23,23,SMALL POCKET,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,410,1,7.5,2
201011000024,3c7eea3c2605c9b906459c5870f517db,2,2,1,,413,3,51,51,,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,413,4,0.75,2
201011000024,3c7eea3c2605c9b906459c5870f517db,2,2,1,,505,1.5,20,20,,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,505,2,0.75,2
201011000024,3c7eea3c2605c9b906459c5870f517db,2,2,1,,509,3,23,23,100 GRAM,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,509,5,0.6,2
201011000024,3c7eea3c2605c9b906459c5870f517db,2,2,1,,511,2.5,20,20,,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,511,1,2.5,2
201011000024,3c7eea3c2605c9b906459c5870f517db,2,2,1,,512,4,23,23,SMALL TINA FLAT,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,512,3,1.3333333333333333,2
201011000024,3c7eea3c2605c9b906459c5870f517db,2,2,1,SOYA,515,9.5,23,23,LARGE HEAP,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,515,9,1.0555555555555556,2
201011000024,3c7eea3c2605c9b906459c5870f517db,2,2,1,,522,8.5,36,36,,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,522,7,1.2142857142857142,2
201011000024,3c7eea3c2605c9b906459c5870f517db,2,2,1,,607,3,23,23,JAR,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,607,3,1,2
201011000024,3c7eea3c2605c9b906459c5870f517db,2,2,1,,803,2,23,23,TABLESOAT,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,803,7,0.2857142857142857,2
201011000024,3c7eea3c2605c9b906459c5870f517db,2,2,1,,822,4.5,23,23,TABLESOAT,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,822,4,1.125,2
201011000024,3c7eea3c2605c9b906459c5870f517db,2,2,1,,829,2.5,23,23,RUBE,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,829,5,0.5,2
201011000024,3c7eea3c2605c9b906459c5870f517db,2,2,1,,834,7.5,44C,44,,3,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,834,4,1.875,2
201011000024,3c7eea3c2605c9b906459c5870f517db,2,2,1,,835,3.5,23,23,500 GRAM,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,835,5,0.7,2
201011000024,3c7eea3c2605c9b906459c5870f517db,2,2,1,,903,0.5,23,23,3LITRE BUCKET,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,903,6,0.08333333333333333,2
201011000024,3c7eea3c2605c9b906459c5870f517db,2,2,1,,5023,3.5,23,23,SERVING,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,5023,7,0.5,2
201011000025,97e8788302710866cc3dbf63cb8ac39d,2,2,1,NKHOWE,117,8.5,19,19,,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,117,8,1.0625,1
201011000025,97e8788302710866cc3dbf63cb8ac39d,2,2,1,,118,4,18,18,,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,118,6,0.6666666666666666,1
201011000025,97e8788302710866cc3dbf63cb8ac39d,2,2,1,,302,5.5,23,23,PACKET (SMALL),NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,302,6,0.9166666666666666,1
201011000025,97e8788302710866cc3dbf63cb8ac39d,2,2,1,,312,1.5,23,23,RUBE,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,312,4,0.375,1
201011000025,97e8788302710866cc3dbf63cb8ac39d,2,2,1,,402,10,23,23,TOTI,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,402,3,3.3333333333333335,1
201011000025,97e8788302710866cc3dbf63cb8ac39d,2,2,1,,408,6,23,23,HEAP,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,408,3,2,1
201011000025,97e8788302710866cc3dbf63cb8ac39d,2,2,1,,413,8,23,23,SAUCER,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,413,3,2.6666666666666665,1
201011000025,97e8788302710866cc3dbf63cb8ac39d,2,2,1,,708,9.5,44A,44,,1,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,708,8,1.1875,1
201011000025,97e8788302710866cc3dbf63cb8ac39d,2,2,1,,812,8,23,23,TOTI,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,812,3,2.6666666666666665,1
201011000025,97e8788302710866cc3dbf63cb8ac39d,2,2,1,MAYONNAISE,818,6,23,23,SMALL BOTTLE,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,818,8,0.75,1
201011000025,97e8788302710866cc3dbf63cb8ac39d,2,2,1,FRIED MIXTURE OF MAIZE FLOUR/BANANA AND SODA,830,5,23,23,CLUSTER,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,830,3,1.6666666666666667,1
201011000025,97e8788302710866cc3dbf63cb8ac39d,2,2,1,,833,5,23,23,TUB,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,833,6,0.8333333333333334,1
201011000025,97e8788302710866cc3dbf63cb8ac39d,2,2,1,THUMPS UP,916,8.5,23,23,RUBE,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,916,7,1.2142857142857142,1
201011000025,97e8788302710866cc3dbf63cb8ac39d,2,2,1,,5122,5,23,23,149G TIN,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,5122,7,0.7142857142857143,1
201011000026,e8b768e20a62e69256390f742bf4d4db,2,2,1,,301,4,23,23,PACKET,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,301,7,0.5714285714285714,2
201011000026,e8b768e20a62e69256390f742bf4d4db,2,2,1,,311,0.5,26,26,,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,311,3,0.16666666666666666,2
201011000026,e8b768e20a62e69256390f742bf4d4db,2,2,1,,407,1.5,23,23,HEAP (SMALL),NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,407,1,1.5,2
201011000026,e8b768e20a62e69256390f742bf4d4db,2,2,1,,510,2.5,23,23,PAIL (SMALL),NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,510,4,0.625,2
201011000026,e8b768e20a62e69256390f742bf4d4db,2,2,1,,514,5.5,23,23,JAR,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,514,6,0.9166666666666666,2
201011000026,e8b768e20a62e69256390f742bf4d4db,2,2,1,,605,4,23,23,MEALS,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,605,7,0.5714285714285714,2
201011000026,e8b768e20a62e69256390f742bf4d4db,2,2,1,,802,5,22C,22,,3,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,802,5,1,2
201011000026,e8b768e20a62e69256390f742bf4d4db,2,2,1,,812,4.5,23,23,SMALL SARCHET,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,812,6,0.75,2
201011000026,e8b768e20a62e69256390f742bf4d4db,2,2,1,,815,9,23,23,20 LITRE PAIL,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,815,2,4.5,2
